A002,IRKUT,A-002,G,P
AS50,CHANGHE,Z-11,H,T
AS50,EUROCOPTER,AS-350 AStar,H,T
AS50,EUROCOPTER,AS-350 Ecureuil,H,T
AS50,EUROCOPTER,AS-350 SuperStar,H,T
AS50,EUROCOPTER,AS-550 Fennec,H,T
AS50,EUROCOPTER,AStar,H,T
AS50,EUROCOPTER,Ecureuil,H,T
AS50,EUROCOPTER,Fennec (AS-550),H,T
AS50,EUROCOPTER,Squirrel,H,T
AS50,EUROCOPTER,SuperStar,H,T
AS50,HELIBRAS,Esquilo (HB-350),H,T
AS50,HELIBRAS,HA-1 Esquilo,H,T
AS50,HELIBRAS,HB-350 Esquilo,H,T
AS50,HELIBRAS,UH-12 Esquilo,H,T
AS50,HELIBRAS,UH-50 Esquilo,H,T
AS50,LOT,AS-350 Ecureuil,H,T
AS50,LOT,Ecureuil,H,T
AS55,AEROSPATIALE,AS-355 Ecureuil 2,H,T
AS55,AEROSPATIALE,AS-355 TwinStar,H,T
AS55,AEROSPATIALE,AS-555 Fennec,H,T
AS55,AEROSPATIALE,Ecureuil 2,H,T
AS55,AEROSPATIALE,Fennec (AS-555),H,T
AS55,AEROSPATIALE,TwinStar,H,T
AS55,EUROCOPTER,AS-355 Ecureuil 2,H,T
AS55,EUROCOPTER,AS-355 TwinStar,H,T
AS55,EUROCOPTER,AS-555 Fennec,H,T
AS55,EUROCOPTER,Ecureuil 2,H,T
AS55,EUROCOPTER,Fennec (AS-555),H,T
AS55,EUROCOPTER,Twin Squirrel,H,T
AS55,EUROCOPTER,TwinStar,H,T
AS55,HELIBRAS,CH-55 Esquilo,H,T
AS55,HELIBRAS,Esquilo (HB-355),H,T
AS55,HELIBRAS,HB-355 Esquilo,H,T
AS55,HELIBRAS,UH-13 Esquilo,H,T
AS55,HELIBRAS,VH-55 Esquilo,H,T
AS65,AEROSPATIALE,AS-365 Dauphin 2,H,T
AS65,AEROSPATIALE,AS-366 Dolphin,H,T
AS65,AEROSPATIALE,AS-565 Panther,H,T
AS65,AEROSPATIALE,Dauphin 2 (AS-365; SA-365F/N),H,T
AS65,AEROSPATIALE,Dolphin,H,T
AS65,AEROSPATIALE,HH-65 Dolphin,H,T
AS65,AEROSPATIALE,Panther,H,T
AS65,AEROSPATIALE,SA-365F Dauphin 2,H,T
AS65,AEROSPATIALE,SA-365K Panther,H,T
AS65,AEROSPATIALE,SA-365M Panther,H,T
AS65,AEROSPATIALE,SA-365N Dauphin 2,H,T
AS65,AEROSPATIALE,SA-366 Dolphin,H,T
AS65,EUROCOPTER,AS-365 Dauphin 2,H,T
AS65,EUROCOPTER,AS-565 Atalef,H,T
AS65,EUROCOPTER,AS-565 Panther,H,T
AS65,EUROCOPTER,Atalef,H,T
AS65,EUROCOPTER,Dauphin 2,H,T
AS65,EUROCOPTER,HM-1 Panther,H,T
AS65,EUROCOPTER,Panther,H,T
AS65,HARBIN,H-410 Haitun,H,T
AS65,HARBIN,Haitun,H,T
AS65,HARBIN,WZ-9 Haitun,H,T
AS65,HARBIN,Z-9 Haitun,H,T
AS65,HELIBRAS,AS-365 Dauphin 2,H,T
AS65,HELIBRAS,AS-565 Panther,H,T
AS65,HELIBRAS,Dauphin 2,H,T
AS65,HELIBRAS,HM-1 Panther,H,T
AS65,HELIBRAS,Panther,H,T
AS65,VOUGHT,Panther 800,H,T
AS65,VOUGHT,SA-366 Panther 800,H,T
AS80,STARCK,AS-80 Holiday,L,P
AS80,STARCK,Holiday,L,P
ASO4,ASSO AEREI,Asso 4 Whisky,L,P
ASO4,PCV,Asso 4 Whisky,L,P
ASO4,VIDOR,Asso 4 Whisky,L,P
ASTR,IAI,1125 Astra,L,J
ASTR,IAI,1125 Gulfstream 100,L,J
ASTR,IAI,Astra,L,J
ASTR,IAI,C-38 Astra,L,J
ASTR,IAI,Gulfstream 100,L,J
AT3,AIDC,AT-3 Tzu-Chung,L,J
AT3,AIDC,Tzu-Chung,L,J
AT3P,AIR TRACTOR,AT-300,L,P
AT3P,AIR TRACTOR,AT-301,L,P
AT3P,AIR TRACTOR,AT-401,L,P
AT3T,AIR TRACTOR,AT-302,L,T
AT3T,AIR TRACTOR,AT-400,L,T
AT3T,AIR TRACTOR,AT-402,L,T
AT43,AERITALIA,ATR-42-200,L,T
AT43,AERITALIA,ATR-42-300,L,T
AT43,AERITALIA,ATR-42-320,L,T
AT43,AEROSPATIALE,ATR-42-200,L,T
AT43,AEROSPATIALE,ATR-42-300,L,T
AT43,AEROSPATIALE,ATR-42-320,L,T
AT43,AI(R),ATR-42-300,L,T
AT43,AI(R),ATR-42-320,L,T
AT43,ALENIA,ATR-42-300,L,T
AT43,ALENIA,ATR-42-320,L,T
AT43,ATR,ATR-42-200,L,T
AT43,ATR,ATR-42-300,L,T
AT43,ATR,ATR-42-320,L,T
AT44,AEROSPATIALE,ATR-42-400,L,T
AT44,AEROSPATIALE,ATR-42-400 Surveyor,L,T
AT44,AEROSPATIALE,Surveyor (ATR-42-400),L,T
AT44,AI(R),ATR-42-400,L,T
AT44,ALENIA,ATR-42-400,L,T
AT44,ALENIA,ATR-42-400 Surveyor,L,T
AT44,ALENIA,Surveyor (ATR-42-400),L,T
AT44,ATR,ATR-42-400,L,T
AT44,ATR,ATR-42-400 Surveyor,L,T
AT44,ATR,Surveyor (ATR-42-400),L,T
AT45,AEROSPATIALE,ATR-42-500,L,T
AT45,AEROSPATIALE,ATR-42-500 Surveyor,L,T
AT45,AEROSPATIALE,Surveyor (ATR-42-500),L,T
AT45,AI(R),ATR-42-500,L,T
AT45,ALENIA,ATR-42-500,L,T
AT45,ALENIA,ATR-42-500 Surveyor,L,T
AT45,ALENIA,Surveyor (ATR-42-500),L,T
AT45,ATR,ATR-42-500,L,T
AT45,ATR,ATR-42-500 Surveyor,L,T
AT45,ATR,Surveyor (ATR-42-500),L,T
AT5P,AIR TRACTOR,AT-501,L,P
AT5T,AIR TRACTOR,AT-502,L,T
AT5T,AIR TRACTOR,AT-503,L,T
AT6T,AIR TRACTOR,AT-602,L,T
AT72,AERITALIA,ATR-72,L,T
AT72,AEROSPATIALE,ATR-72,L,T
AT72,AI(R),ATR-72,L,T
AT72,ALENIA,ATR-72,L,T
AT72,ATR,ATR-72,L,T
AT8T,AIR TRACTOR,AT-802,L,T
AT8T,AIR TRACTOR,AT-802 Fire Boss,L,T
AT8T,AIR TRACTOR,Fire Boss,L,T
ATAC,AIRCRAFT TECHNOLOGIES,Acro 1,L,P
ATIS,AIRCRAFT TECHNOLOGIES,Atlantis,L,P
ATL,ROBIN,ATL,L,P
ATLA,BREGUET,1150 Atlantic,L,T
ATLA,BREGUET,Atlantic,L,T
ATLA,DASSAULT,Atlantique 2,L,T
ATLA,DASSAULT-BREGUET,1150 Atlantic,L,T
ATLA,DASSAULT-BREGUET,Atlantic,L,T
ATLA,DASSAULT-BREGUET,Atlantique 2,L,T
ATP,BRITISH AEROSPACE,ATP,L,T
ATP,JETSTREAM,61,L,T
ATTL,EURONEF,ATTL-1,L,P
AUJ2,AUSTER,Arrow,L,P
AUJ2,AUSTER,J-2 Arrow,L,P
AUJ4,AUSTER,Archer,L,P
AUJ4,AUSTER,J-4 Archer,L,P
AUS3,TAYLORCRAFT,Auster 3,L,P
AUS3,TAYLORCRAFT,E,L,P
AUS4,TAYLORCRAFT,Auster 4,L,P
AUS4,TAYLORCRAFT,G,L,P
AUS5,AUSTER,Auster 5,L,P
AUS5,AUSTER,Auster 5 Alpha,L,P
AUS5,AUSTER,J,L,P
AUS5,TAYLORCRAFT,Auster 5,L,P
AUS5,TAYLORCRAFT,Auster 5 Alpha,L,P
AUS5,TAYLORCRAFT,J,L,P
AUS6,AUSTER,6A,L,P
AUS6,AUSTER,Auster AOP6,L,P
AUS6,AUSTER,K,L,P
AUS6,BEAGLE,6A,L,P
AUS6,BEAGLE,A-61 Terrier,L,P
AUS6,BEAGLE,A-61 Tugmaster,L,P
AUS6,BEAGLE,Terrier,L,P
AUS6,BEAGLE,Tugmaster,L,P
AUS6,BEAGLE-AUSTER,6A,L,P
AUS6,BEAGLE-AUSTER,A-61 Terrier,L,P
AUS6,BEAGLE-AUSTER,A-61 Tugmaster,L,P
AUS6,BEAGLE-AUSTER,Terrier,L,P
AUS6,BEAGLE-AUSTER,Tugmaster,L,P
AUS6,TAYLORCRAFT,Auster AOP6,L,P
AUS6,TAYLORCRAFT,K,L,P
AUS7,AUSTER,Auster T7,L,P
AUS7,AUSTER,Q,L,P
AUS9,AUSTER,Auster AOP9,L,P
AUS9,AUSTER,B5,L,P
AV68,ALPLA,AVO-68 Samburo,L,P
AV68,ALPLA,Samburo,L,P
AV68,NITSCHE,AVO-68 Samburo,L,P
AV68,NITSCHE,Samburo,L,P
AVAM,AVID,Avid Amphibian,A,P
AVAM,AVID,Catalina,A,P
AVAM,LIGHT AERO,Avid Amphibian,A,P
AVID,AVID,Avid Commuter,L,P
AVID,AVID,Avid Flyer,L,P
AVID,INDAER PERU,Ag-Chuspi,L,P
AVID,INDAER PERU,Chuspi,L,P
AVID,INDAER PERU,IAP-001 Chuspi,L,P
AVID,INDAER PERU,IAP-002 Ag-Chuspi,L,P
AVID,LIGHT AERO,Avid Flyer,L,P
AVID,YALO,Avid Flyer,L,P
AVIN,AVRO,594 Avian,L,P
AVIN,AVRO,616 Avian,L,P
AVIN,AVRO,Avian,L,P
AVK4,AVTEK,400,L,T
AVLN,AIRMASTER,Avalon 680,A,T
AVTR,AERO ADVENTURE,Aventura 2,A,P
AVTR,ARNET PEREYRA,Aventura 2,A,P
B06,AGUSTA,AB-206 JetRanger,H,T
B06,AGUSTA,AB-206 LongRanger,H,T
B06,AGUSTA,Hkp6 JetRanger,H,T
B06,AGUSTA,JetRanger,H,T
B06,AGUSTA,LongRanger,H,T
B06,BELL,406,H,T
B06,BELL,206A JetRanger,H,T
B06,BELL,206B JetRanger,H,T
B06,BELL,206L LongRanger,H,T
B06,BELL,406 Combat Scout,H,T
B06,BELL,CH-136,H,T
B06,BELL,CH-139,H,T
B06,BELL,COH-58,H,T
B06,BELL,Combat Scout,H,T
B06,BELL,Creek,H,T
B06,BELL,JetRanger,H,T
B06,BELL,Kiowa,H,T
B06,BELL,Kiowa Warrior,H,T
B06,BELL,LongRanger,H,T
B06,BELL,OH-58 Kiowa,H,T
B06,BELL,OH-58 Kiowa Warrior,H,T
B06,BELL,SeaRanger,H,T
B06,BELL,TH-206,H,T
B06,BELL,TH-57 SeaRanger,H,T
B06,BELL,TH-67 Creek,H,T
B06,BELL,VH-4 JetRanger,H,T
B06,COMMONWEALTH,BA-206 Kiowa,H,T
B06,COMMONWEALTH,CA-32 Kiowa,H,T
B06,COMMONWEALTH,Kiowa,H,T
B06,PANHA,2061,H,T
B06T,BELL,206LT TwinRanger,H,T
B06T,BELL,TwinRanger,H,T
B06T,TRIDAIR,206L-ST Gemini ST,H,T
B06T,TRIDAIR,Gemini ST,H,T
B1,ROCKWELL,B-1 Lancer,L,J
B1,ROCKWELL,Lancer,L,J
B103,BERIEV,Be-103,A,P
B105,BOLKOW,BO-105,H,T
B105,CASA,BO-105,H,T
B105,CASA,HA-15,H,T
B105,CASA,HR-15,H,T
B105,DIRGANTARA,NBO-105,H,T
B105,EUROCOPTER,BO-105,H,T
B105,EUROCOPTER,BO-105 Super Five,H,T
B105,EUROCOPTER,Super Five,H,T
B105,KOREA AEROSPACE,BO-105,H,T
B105,MBB,BO-105,H,T
B105,MBB,BO-105 Twin Jet,H,T
B105,MBB,Hkp9,H,T
B105,MBB,Twin Jet,H,T
B105,MESSERSCHMITT-BOLKOW,BO-105,H,T
B105,NURTANIO,NBO-105,H,T
B105,NUSANTARA,NBO-105,H,T
B105,PADC,BO-105,H,T
B13,AKAFLIEG BERLIN,B-13,L,P
B14A,BELLANCA,14 Cruisair,L,P
B14A,BELLANCA,14 Cruisair Senior,L,P
B14A,BELLANCA,14 Cruisemaster,L,P
B14A,BELLANCA,14 Junior,L,P
B14A,BELLANCA,Cruisair,L,P
B14A,BELLANCA,Cruisair Senior,L,P
B14A,BELLANCA,Cruisemaster,L,P
B14A,BELLANCA,Junior,L,P
B14A,DOWNER,14 Cruisemaster,L,P
B14A,DOWNER,Cruisemaster,L,P
B14A,NORTHERN,14 Cruisemaster,L,P
B14A,NORTHERN,Cruisemaster,L,P
B14B,DOWNER,14 Bellanca 260,L,P
B14B,DOWNER,Bellanca 260,L,P
B14C,BELLANCA,14 Bellanca 260A,L,P
B14C,BELLANCA,14 Bellanca 260B,L,P
B14C,BELLANCA,14 Bellanca 260C,L,P
B14C,BELLANCA,Bellanca 260A,L,P
B14C,BELLANCA,Bellanca 260B,L,P
B14C,BELLANCA,Bellanca 260C,L,P
B14C,DOWNER,14 Bellanca 260A,L,P
B14C,DOWNER,Bellanca 260A,L,P
B14C,INTER-AIR,14 Bellanca 260A,L,P
B14C,INTER-AIR,14 Bellanca 260B,L,P
B14C,INTER-AIR,14 Bellanca 260C,L,P
B14C,INTER-AIR,Bellanca 260A,L,P
B14C,INTER-AIR,Bellanca 260B,L,P
B14C,INTER-AIR,Bellanca 260C,L,P
B17,BOEING,B-17 Flying Fortress,L,P
B17,BOEING,Flying Fortress,L,P
B170,BRISTOL,170 Freighter,L,P
B170,BRISTOL,Freighter,L,P
B18T,BEECH,18 (turbine),L,T
B18T,HAMILTON,Westwind 2,L,T
B18T,HAMILTON,Westwind 3,L,T
B18T,VOLPAR,Turbo 18,L,T
B18T,VOLPAR,Turboliner,L,T
B190,BEECH,1900,L,T
B190,BEECH,C-12J,L,T
B190,RAYTHEON,1900,L,T
B2,NORTHROP,B-2 Spirit,L,J
B2,NORTHROP,Spirit,L,J
B2,NORTHROP GRUMMAN,B-2 Spirit,L,J
B2,NORTHROP GRUMMAN,Spirit,L,J
B209,BOLKOW,BO-209 Monsun,L,P
B209,BOLKOW,Monsun,L,P
B209,MBB,BO-209 Monsun,L,P
B209,MBB,Monsun,L,P
B209,MESSERSCHMITT-BOLKOW,BO-209 Monsun,L,P
B209,MESSERSCHMITT-BOLKOW,Monsun,L,P
B212,AGUSTA,AB-212,H,T
B212,AGUSTA,HA-18,H,T
B212,BELL,212,H,T
B212,BELL,212 Twin Two-Twelve,H,T
B212,BELL,Twin Two-Twelve,H,T
B212,BELL,UH-1N,H,T
B212,BELL,VH-1,H,T
B214,BELL,214A Isfahan,H,T
B214,BELL,214B,H,T
B214,BELL,214C BigLifter,H,T
B214,BELL,BigLifter,H,T
B214,BELL,Isfahan,H,T
B222,BELL,222,H,T
B23,DOUGLAS,B-23 Dragon,L,P
B23,DOUGLAS,Dragon,L,P
B23,DOUGLAS,UC-67 Dragon,L,P
B230,BELL,230,H,T
B24,CONSOLIDATED,B-24 Liberator,L,P
B24,CONSOLIDATED,C-87 Libeator Express,L,P
B24,CONSOLIDATED,LB-30 Liberator,L,P
B24,CONSOLIDATED,Liberator,L,P
B24,CONSOLIDATED,Liberator Express,L,P
B24,CONVAIR,B-24 Liberator,L,P
B24,CONVAIR,C-87 Liberator Express,L,P
B24,CONVAIR,Liberator,L,P
B24,CONVAIR,Liberator Express,L,P
B25,NORTH AMERICAN,B-25 Mitchell,L,P
B25,NORTH AMERICAN,Mitchell,L,P
B25,NORTH AMERICAN,PBJ Mitchell,L,P
B25,NORTH AMERICAN,TB-25 Mitchell,L,P
B26,DOUGLAS,A-26 Invader,L,P
B26,DOUGLAS,B-26 Invader,L,P
B26,DOUGLAS,CB-26 Invader,L,P
B26,DOUGLAS,Invader,L,P
B26,DOUGLAS,RB-26 Invader,L,P
B26,DOUGLAS,TB-26 Invader,L,P
B26,DOUGLAS,UB-26 Invader,L,P
B26,DOUGLAS,VB-26 Invader,L,P
B26,ON MARK,Marketeer,L,P
B26,ON MARK,Marksman,L,P
B26M,MARTIN,179 Marauder,L,P
B26M,MARTIN,B-26 Marauder,L,P
B26M,MARTIN,Marauder,L,P
B29,BOEING,B-29 Superfortress,L,P
B29,BOEING,Superfortress,L,P
B305,BRANTLY,305,H,P
B350,BEECH,300 (B300) Super King Air 350,L,T
B350,BEECH,Super King Air 350,L,T
B350,RAYTHEON,300 (B300) Super King Air 350,L,T
B350,RAYTHEON,LR-2 Super King Air 350,L,T
B350,RAYTHEON,Super King Air 350,L,T
B36T,ALLISON,36 Turbine Bonanza,L,T
B36T,ALLISON,Turbine Bonanza,L,T
B36T,BEECH,36 Bonanza (turbine),L,T
B36T,BEECH,Bonanza (36; turbine),L,T
B36T,RAYTHEON,36 Bonanza (turbine),L,T
B36T,RAYTHEON,Bonanza (36; turbine),L,T
B36T,TRADEWIND TURBINES,36 Prop-Jet Bonanza,L,T
B36T,TRADEWIND TURBINES,Prop-Jet Bonanza,L,T
B407,BELL,407,H,T
B407,NUSANTARA,NBell-407,H,T
B412,AGUSTA,AB-412,H,T
B412,AGUSTA,AB-412 Griffon,H,T
B412,AGUSTA,Griffon,H,T
B412,AGUSTA,Hkp11,H,T
B412,BELL,412,H,T
B412,BELL,412 Arapaho,H,T
B412,BELL,412 Sentinel,H,T
B412,BELL,Arapaho,H,T
B412,BELL,CH-146 Griffon,H,T
B412,BELL,Griffin,H,T
B412,BELL,Griffon,H,T
B412,BELL,Sentinel,H,T
B412,DIRGANTARA,NBell-412,H,T
B412,NUSANTARA,NBell-412,H,T
B427,BELL,427,H,T
B427,KOREA AEROSPACE,SB-427,H,T
B430,BELL,430,H,T
B461,BRITISH AEROSPACE,BAe-146-100,L,J
B461,BRITISH AEROSPACE,BAe-146-100 Statesman,L,J
B461,BRITISH AEROSPACE,Statesman (100),L,J
B462,BRITISH AEROSPACE,BAe-146-200,L,J
B462,BRITISH AEROSPACE,BAe-146-200 Quiet Trader,L,J
B462,BRITISH AEROSPACE,BAe-146-200 Statesman,L,J
B462,BRITISH AEROSPACE,Quiet Trader,L,J
B462,BRITISH AEROSPACE,Statesman (200),L,J
B463,BRITISH AEROSPACE,BAe-146-300,L,J
B47G,AGUSTA,AB-47G,H,P
B47G,AGUSTA,HE-7,H,P
B47G,BELL,47D,H,P
B47G,BELL,47G,H,P
B47G,BELL,47G Trooper,H,P
B47G,BELL,47H,H,P
B47G,BELL,HE-7,H,P
B47G,BELL,OH-13 Sioux,H,P
B47G,BELL,Sioux,H,P
B47G,BELL,TH-13T,H,P
B47G,BELL,Trooper,H,P
B47G,BELL,UH-13H,H,P
B47G,KAWASAKI,47G,H,P
B47G,WESTLAND,Sioux,H,P
B47J,AGUSTA,AB-47J,H,P
B47J,BELL,47J Ranger,H,P
B47J,BELL,HH-13,H,P
B47J,BELL,Ranger,H,P
B47J,BELL,TH-13N,H,P
B47J,BELL,UH-13J,H,P
B47J,BELL,UH-13P,H,P
B47J,BELL,UH-13R,H,P
B47T,SOLOY,Bell 47,H,T
B52,BOEING,B-52 Stratofortress,L,J
B52,BOEING,Stratofortress,L,J
B60,BOISAVIA,B-60 Mercurey,L,P
B60,BOISAVIA,B-601 Mercurey,L,P
B60,BOISAVIA,B-602 Mercurey,L,P
B60,BOISAVIA,B-603 Mercurey,L,P
B60,BOISAVIA,B-604 Mercurey,L,P
B60,BOISAVIA,B-605 Mercurey,L,P
B60,BOISAVIA,B-606 Mercurey,L,P
B60,BOISAVIA,Mercurey,L,P
B609,AGUSTA,BA-609,T,T
B609,BELL,BA-609,T,T
B609,BELL-AGUSTA,BA-609,T,T
B701,BOEING,707-100,L,J
B703,BOEING,707-300,L,J
B703,BOEING,C-137,L,J
B703,BOEING,C-18,L,J
B703,BOEING,E-8 J-Stars,L,J
B703,BOEING,EC-137,L,J
B703,BOEING,EC-18,L,J
B703,BOEING,J-Stars,L,J
B703,BOEING,KC-137,L,J
B703,BOEING,T-17,L,J
B703,GRUMMAN,E-8 J-Stars,L,J
B703,GRUMMAN,J-Stars,L,J
B703,IAI,707 Phalcon,L,J
B703,IAI,Phalcon,L,J
B703,NORTHROP GRUMMAN,E-8 J-Stars,L,J
B703,NORTHROP GRUMMAN,J-Stars,L,J
B712,BOEING,717-200,L,J
B712,BOEING,717-200 Business Express,L,J
B712,BOEING,Business Express,L,J
B720,BOEING,720,L,J
B721,BOEING,727-100,L,J
B721,BOEING,C-22,L,J
B722,BOEING,727-200,L,J
B731,BOEING,737-100,L,J
B732,BOEING,737-200,L,J
B732,BOEING,737-200 Surveiller,L,J
B732,BOEING,CT-43,L,J
B732,BOEING,Surveiller,L,J
B732,BOEING,VC-96,L,J
B733,BOEING,737-300,L,J
B734,BOEING,737-400,L,J
B735,BOEING,737-500,L,J
B736,BOEING,737-600,L,J
B737,BOEING,737-700,L,J
B737,BOEING,737-700 BBJ,L,J
B737,BOEING,BBJ,L,J
B737,BOEING,C-40,L,J
B737,BOEING,C-40 Clipper,L,J
B737,BOEING,Clipper,L,J
B738,BOEING,737-800,L,J
B738,BOEING,737-800 BBJ2,L,J
B738,BOEING,BBJ2,L,J
B739,BOEING,737-900,L,J
B741,BOEING,747-100,L,J
B742,BOEING,747-200,L,J
B742,BOEING,E-4,L,J
B742,BOEING,VC-25,L,J
B743,BOEING,747-300,L,J
B744,BOEING,747-400 (international; winglets),L,J
B744,BOEING,AL-1,L,J
B74D,BOEING,747-400 (domestic; no winglets),L,J
B74R,BOEING,747SR,L,J
B74S,BOEING,747SP,L,J
B752,BOEING,757-200,L,J
B752,BOEING,C-32,L,J
B753,BOEING,757-300,L,J
B762,BOEING,767-200,L,J
B763,BOEING,767-300,L,J
B764,BOEING,767-400,L,J
B772,BOEING,777-200,L,J
B773,BOEING,777-300,L,J
BA11,BAC,111 One-Eleven,L,J
BA11,BAC,One-Eleven,L,J
BA11,BRITISH AEROSPACE,BAC-111 One-Eleven,L,J
BA11,BRITISH AEROSPACE,One-Eleven,L,J
BA11,BUCURESTI,One-Eleven,L,J
BA11,BUCURESTI,Rombac 1-11 One-Eleven,L,J
BABY,CANADIAN HOME ROTORS,Baby Belle,H,P
BABY,CANADIAN HOME ROTORS,Safari,H,P
BALL,Generic,Balloon,N,N
BAR6,BARR,BarrSix,L,P
BARC,BUETHE,Barracuda,L,P
BARC,JEFFAIR,Barracuda,L,P
BASS,BEAGLE,B-206,L,P
BASS,BEAGLE,Basset,L,P
BASS,BEAGLE-AUSTER,B-206,L,P
BBAT,BRADLEY,Aerobat,L,P
BBAT,BRADLEY,BA-100 Aerobat,L,P
BBIR,HOVEY,Beta Bird,L,P
BCA3,BUHL,CA-3 Sport Airsedan,L,P
BCA3,BUHL,Sport Airsedan,L,P
BCAT,GRUMMAN,Bearcat,L,P
BCAT,GRUMMAN,F8F Bearcat,L,P
BCAT,GRUMMAN,G-58 Bearcat,L,P
BD10,BEDE,BD-10,L,J
BD10,PEREGRINE,Falcon,L,J
BD10,PEREGRINE,PJ-2 Falcon,L,J
BD10,PEREGRINE,PJ-3 Falcon,L,J
BD12,BEDE,BD-12,L,P
BD17,BEDE,BD-17 Nuggett,L,P
BD17,BEDE,Nuggett,L,P
BD4,BEDE,BD-4,L,P
BD4,TENNESSEE VALLEY,BD-4,L,P
BD5,ALTURAIR,BD-5B Micro,L,P
BD5,ALTURAIR,BD-5G Micro,L,P
BD5,ALTURAIR,Micro (BD-5B/G),L,P
BD5,BD-MICRO,BD-5B Micro,L,P
BD5,BD-MICRO,Micro (BD-5B),L,P
BD5,BEDE,BD-5B Micro,L,P
BD5,BEDE,BD-5D Micro,L,P
BD5,BEDE,BD-5G Micro,L,P
BD5,BEDE,Micro (BD-5B/D/G),L,P
BD5J,ALTURAIR,BD-5J Micro,L,J
BD5J,ALTURAIR,Micro (BD-5J),L,J
BD5J,BD-MICRO,BD-5J Micro,L,J
BD5J,BD-MICRO,Micro (BD-5J),L,J
BD5J,BEDE,BD-5J Micro,L,J
BD5J,BEDE,Micro (BD-5J),L,J
BD5T,BD-MICRO,BD-5T Micro,L,T
BD5T,BD-MICRO,Micro (BD-5T),L,T
BD5T,BEDE,BD-5TP Micro,L,T
BD5T,BEDE,Micro (BD-5TP),L,T
BDOG,BEAGLE,B-125 Bulldog,L,P
BDOG,BEAGLE,Bulldog,L,P
BDOG,BRITISH AEROSPACE,Bulldog,L,P
BDOG,BRITISH AEROSPACE,SA-3 Bulldog,L,P
BDOG,SCOTTISH AVIATION,Bulldog,L,P
BDOG,SCOTTISH AVIATION,Fpl61,L,P
BDOG,SCOTTISH AVIATION,SA-3 Bulldog,L,P
BDOG,SCOTTISH AVIATION,Sk61,L,P
BE10,BEECH,100 King Air,L,T
BE10,BEECH,King Air (100),L,T
BE10,BEECH,U-21F Ute,L,T
BE10,BEECH,Ute (U-21F),L,T
BE12,BERIEV,Be-12 Tchaika,A,T
BE12,BERIEV,Tchaika,A,T
BE17,BEECH,17 Staggerwing,L,P
BE17,BEECH,Staggerwing,L,P
BE17,BEECH,Traveler,L,P
BE17,BEECH,UC-43 Traveler,L,P
BE17,BEECH,YC-43 Traveler,L,P
BE18,BEECH,18 (piston),L,P
BE18,BEECH,AT-11 Kansan,L,P
BE18,BEECH,AT-7 Navigator,L,P
BE18,BEECH,C-45 Expeditor,L,P
BE18,BEECH,Expeditor,L,P
BE18,BEECH,JRB Expeditor,L,P
BE18,BEECH,Kansan,L,P
BE18,BEECH,Navigator,L,P
BE18,BEECH,RC-45 Expeditor,L,P
BE18,BEECH,SNB Expeditor,L,P
BE18,BEECH,TC-45 Expeditor,L,P
BE18,BEECH,UC-45 Expeditor,L,P
BE18,HAMILTON,Little Liner,L,P
BE18,VOLPAR,18,L,P
BE19,BEECH,19 Musketeer Sport,L,P
BE19,BEECH,19 Sport,L,P
BE19,BEECH,Musketeer Sport,L,P
BE19,BEECH,Sport,L,P
BE20,BEECH,1300 Commuter,L,T
BE20,BEECH,200 Super King Air (200),L,T
BE20,BEECH,C-12A Huron,L,T
BE20,BEECH,C-12C Huron,L,T
BE20,BEECH,C-12D Huron,L,T
BE20,BEECH,C-12E Huron,L,T
BE20,BEECH,C-12F Huron,L,T
BE20,BEECH,C-12L Huron,L,T
BE20,BEECH,C-12R Huron,L,T
BE20,BEECH,Commuter,L,T
BE20,BEECH,FWC-12 Tzufit,L,T
BE20,BEECH,Huron,L,T
BE20,BEECH,JC-12 Huron,L,T
BE20,BEECH,RC-12 Huron,L,T
BE20,BEECH,Super King Air (200),L,T
BE20,BEECH,TC-12 Huron,L,T
BE20,BEECH,Tp101,L,T
BE20,BEECH,Tzufit,L,T
BE20,BEECH,UC-12 Huron,L,T
BE20,RAYTHEON,200 Super King Air,L,T
BE20,RAYTHEON,C-12 Huron,L,T
BE20,RAYTHEON,Super King Air (200),L,T
BE23,BEECH,23 Musketeer,L,P
BE23,BEECH,23 Sundowner,L,P
BE23,BEECH,Musketeer,L,P
BE23,BEECH,Sundowner,L,P
BE24,BEECH,24 Musketeer Super,L,P
BE24,BEECH,24 Sierra,L,P
BE24,BEECH,Musketeer Super,L,P
BE24,BEECH,Sierra,L,P
BE30,BEECH,300 Super King Air,L,T
BE30,BEECH,Super King Air (300),L,T
BE30,RAYTHEON,300 Super King Air,L,T
BE30,RAYTHEON,Super King Air (300),L,T
BE32,BERIEV,Be-30,L,T
BE32,BERIEV,Be-32,L,T
BE33,BEECH,33 Bonanza,L,P
BE33,BEECH,33 Debonair,L,P
BE33,BEECH,Bonanza (33),L,P
BE33,BEECH,Debonair,L,P
BE33,BEECH,E-24 Bonanza,L,P
BE33,COLEMILL,Starfire Bonanza 33,L,P
BE33,HESA,Parastu,L,P
BE33,RAYTHEON,33 Bonanza,L,P
BE33,RAYTHEON,Bonanza (33),L,P
BE35,BEECH,35 Bonanza,L,P
BE35,BEECH,Bonanza (35),L,P
BE35,COLEMILL,Starfire Bonanza 35,L,P
BE36,BEECH,36 Bonanza (piston),L,P
BE36,BEECH,Bonanza (36; piston),L,P
